name,lat,lon,country
Fort Qu’Appelle,50.7667,-103.7833,CA
Vulcan,50.4,-113.25,CA
Chetwynd,55.6972,-121.6333,CA
Indian Head,50.5333,-103.6667,CA
Wabush,52.9081,-66.869,CA
Saint-Fabien,48.3,-68.87,CA
Harrison Hot Springs,49.3,-121.7819,CA
Watrous,51.6841,-105.4661,CA
North Frontenac,44.95,-76.9,CA
Lac-Supérieur,46.2,-74.4667,CA
Les Escoumins,48.35,-69.4,CA
Richibucto,46.6189,-64.8385,CA
Terrasse-Vaudreuil,45.4,-73.9833,CA
Rivière-Beaudette,45.2333,-74.3333,CA
Orkney No. 244,51.2557,-102.6469,CA
Saint-Barthélemy,46.1833,-73.1333,CA
Komoka,42.958,-81.4001,CA
Nisga'a,55.1078,-129.4293,CA
Austin,45.1833,-72.2833,CA
Saint-Paul-de-l'Île-aux-Noix,45.1333,-73.2833,CA
Behchokò,62.8184,-115.9933,CA
Saint-Cyprien-de-Napierville,45.1833,-73.4167,CA
Valleyview,55.0686,-117.2683,CA
Déléage,46.3833,-75.9167,CA
Potton,45.0833,-72.3667,CA
Sainte-Béatrix,46.2,-73.6167,CA
Saint-Georges-de-Cacouna,47.9167,-69.5,CA
Lakeview,49.9026,-119.5699,CA
Sainte-Justine,46.4,-70.35,CA
Saint-Valérien-de-Milton,45.5667,-72.7167,CA
Saint-Cuthbert,46.15,-73.2333,CA
Saint-Blaise-sur-Richelieu,45.2167,-73.2833,CA
Middleton,44.9418,-65.0686,CA
Kamsack,51.565,-101.8947,CA
Carberry,49.8689,-99.3594,CA
Saint-Joseph-de-Coleraine,45.97,-71.37,CA
Trinity Bay North,48.4978,-53.086,CA
Pointe-Lebel,49.1667,-68.2,CA
Grenville,45.6333,-74.6,CA
Saint-Michel-de-Bellechasse,46.8667,-70.9167,CA
Sainte-Angèle-de-Monnoir,45.3833,-73.1,CA
Champlain,46.45,-72.35,CA
Sacré-Coeur-Saguenay,48.2479,-69.854,CA
Saint-Louis,46.7048,-65.1046,CA
Saint-Lucien,45.8667,-72.2667,CA
Victoria,47.7675,-53.2411,CA
Lumsden,50.6463,-104.8676,CA
Saint-Robert,45.9667,-73,CA
Armstrong,50.64,-97.495,CA
Keremeos,49.2025,-119.8294,CA
Regina Beach,50.79,-104.99,CA
La Guadeloupe,45.95,-70.93,CA
Sutton,45.1037249,-72.61809366,CA
Saint Andrews,45.074,-67.0521,CA
Saint-Placide,45.5333,-74.2,CA
Grunthal,49.4065,-96.8603,CA
Povungnituk,60.0477,-77.2751,CA
Pointe-des-Cascades,45.3333,-73.9667,CA
Deseronto,44.2,-77.05,CA
Lamont,53.7603,-112.7778,CA
Chambord,48.4333,-72.0667,CA
Maugerville,46.1301,-66.2859,CA
Dudswell,45.5833,-71.5833,CA
Nipissing,46.05,-79.55,CA
Shaunavon,49.651,-108.412,CA
Wynyard,51.7667,-104.1833,CA
Cambridge Bay,69.1528,-105.1707,CA
Dalmeny,52.3411,-106.7733,CA
Saint-Narcisse,46.5667,-72.4667,CA
Waswanipi,49.7883,-75.9544,CA
Inukjuak,58.4824,-78.1309,CA
Balgonie,50.488,-104.269,CA
Piney,49.2069,-95.8333,CA
Warfield,49.0953,-117.7344,CA
Saint-Zacharie,46.1333,-70.3667,CA
Hemmingford,45.0833,-73.5833,CA
Saint-Pierre-de-l'Île-d'Orléans,46.8833,-71.0667,CA
Kensington,46.4333,-63.65,CA
Shelburne,43.7633,-65.3236,CA
Saint-Clet,45.35,-74.22,CA
Blumenort,49.6033,-96.7006,CA
Brighton,46.3316,-67.3585,CA
Saint-Antoine,46.3629,-64.753,CA
Northampton,46.1313,-67.4713,CA
Flat Rock,47.7086,-52.7144,CA
Saint-Ours,45.8833,-73.15,CA
Stephenville Crossing,48.5167,-58.4167,CA
Sainte-Anne-de-la-Pocatière,47.35,-70,CA
Popkum,49.1911,-121.7553,CA
Notre-Dame-du-Bon-Conseil,46,-72.35,CA
Fisher,51.0825,-97.6611,CA
Sainte-Clotilde,45.15,-73.6833,CA
Lantz,44.9894,-63.4736,CA
Wicklow,46.5017,-67.7067,CA
Nouvelle,48.1333,-66.3167,CA
Wasagamack,53.9056,-94.9412,CA
Rosthern,52.65,-106.3333,CA
Yamaska,46.0236,-72.9391,CA
Neguac,47.2333,-65.05,CA
Saint-Antoine-de-Tilly,46.6667,-71.5833,CA
Igloolik,69.3817,-81.6811,CA
Whitehead,49.7981,-100.2575,CA
Saint-Élie-de-Caxton,46.4833,-72.9667,CA
Balmoral,47.9667,-66.45,CA
Price,48.6017,-68.1227,CA
Rosedale,50.4397,-99.5389,CA
Saint-Jacques-le-Mineur,45.2833,-73.4167,CA
Coombs,49.3008,-124.4049,CA
Val-Joli,45.6,-71.97,CA
Southesk,46.9901,-66.4336,CA
Huron Shores,46.2833,-83.2,CA
Saint-Antoine-sur-Richelieu,45.7833,-73.1833,CA
Saint-Pacôme,47.4,-69.95,CA
Saint-Stanislas-de-Kostka,45.18,-74.13,CA
Saint-Jacques,47.5634,-68.3693,CA
Frontenac,45.58,-70.83,CA
Stuartburn,49.1331,-96.5158,CA
Sainte-Émélie-de-l'Énergie,46.3167,-73.65,CA
Saint-Charles-sur-Richelieu,45.6833,-73.1833,CA
Nipigon,49.0153,-88.2683,CA
Witless Bay,47.28,-52.83,CA
Sainte-Hélène-de-Bagot,45.7333,-72.7333,CA
Franklin Centre,45.0467,-73.9005,CA
Harbour Breton,47.4833,-55.8333,CA
Mille-Isles,45.82,-74.22,CA
Naramata,49.5886,-119.5838,CA
Lyster,46.3667,-71.6167,CA
Oakview,50.1964,-100.2167,CA
Harrison Park,50.5563,-100.1674,CA
Pond Inlet,72.6808,-77.7503,CA
Sainte-Clotilde-de-Horton,45.9833,-72.2333,CA
Burford,43.1036,-80.424,CA
Saint-Benoît-Labre,46.0667,-70.8,CA
Terrace Bay,48.8,-87.1,CA
Maliotenam,50.2114,-66.1911,CA
Chapais,49.7819,-74.8544,CA
Saint-Honoré-de-Shenley,45.9667,-70.8333,CA
Cleveland,45.67,-72.08,CA
Messines,46.2333,-76.0167,CA
Saint-Laurent-de-l'Île-d'Orléans,46.8667,-71.0167,CA
Saint-Jean-de-Dieu,48,-69.05,CA
Massey Drive,48.9372,-57.9,CA
Nakusp,50.2434,-117.8002,CA
Florenceville,46.4435,-67.6152,CA
Larouche,48.45,-71.5167,CA
Fort St. James,54.4431,-124.2542,CA
Saint-François-de-la-Rivière-du-Sud,46.8833,-70.7167,CA
Wabasca,55.9855,-113.8566,CA
Hilliers,49.3022,-124.4727,CA
Perth,46.7393,-67.6984,CA
Eeyou Istchee Baie-James,52.3382,-75.1977,CA
Shellbrook No. 493,53.3545,-106.2553,CA
Shawville,45.6,-76.4833,CA
Lambton,45.83,-71.08,CA
Saint-Flavien,46.5167,-71.6,CA
Boissevain,49.22987519,-100.0593912,CA
Sainte-Marcelline-de-Kildare,46.1167,-73.6,CA
Rivière-Blanche,48.7833,-67.7,CA
Bay Bulls,47.3158,-52.8103,CA
Saint-Félix-de-Kingsey,45.8,-72.1833,CA
Upper Island Cove,47.6472,-53.2233,CA
Sainte-Élisabeth,46.0833,-73.35,CA
Ashcroft,50.7256,-121.2806,CA
Clarkes Beach,47.5447,-53.2824,CA
Falmouth,44.9967,-64.1634,CA
Uashat,50.233,-66.3947,CA
Saint-Bernard-de-Lacolle,45.0833,-73.4167,CA
Saint-Joseph,47.558,-68.3082,CA
Belledune,47.9,-65.8167,CA
Saint-Guillaume,45.8833,-72.7667,CA
Venise-en-Québec,45.0833,-73.1333,CA
Gambo,48.7833,-54.2167,CA
Nauwigewauk,45.4812,-65.8738,CA
Humbermouth,49.0156,-58.1678,CA
Springbrook,52.1796,-113.885,CA
Saint-Paulin,46.4167,-73.0333,CA
Glenelg,46.9455,-65.2893,CA
Saint David,45.2918,-67.1983,CA
Saint-Albert,46,-72.0833,CA
Matagami,49.75,-77.6333,CA
Grindrod,50.63,-119.1314,CA
Springfield,45.7005,-65.8079,CA
Amherst,46.05,-74.7667,CA
Carlyle,49.6333,-102.2667,CA
Notre-Dame-du-Laus,46.0833,-75.6167,CA
Langham,52.3667,-106.9667,CA
St. George,45.1333,-66.8167,CA
Wembley,55.1572,-119.1392,CA
"Macdonald, Meredith and Aberdeen Additional",46.4833,-84.0667,CA
Pinawa,50.1707,-95.9547,CA
Windermere,50.4856,-115.9948,CA
Saint-Tite-des-Caps,47.1333,-70.7667,CA
Hudson Bay,52.851,-102.392,CA
"Brudenell, Lyndoch and Raglan",45.3167,-77.4,CA
Gold River,49.7769,-126.0514,CA
Saint-Casimir,46.65,-72.1333,CA
Dunsmuir,49.3696,-124.5772,CA
Frenchman Butte,53.6052,-109.4298,CA
Gordon,46.8363,-67.1913,CA
Saint-Malachie,46.5333,-70.7667,CA
Southampton,46.0789,-67.3124,CA
Salluit,62.2013,-75.6337,CA
Pangnirtung,66.1436,-65.6829,CA
Saint-Louis-de-Gonzague,45.2,-73.98,CA
Moosonee,51.2722,-80.6431,CA
Englehart,47.8167,-79.8667,CA
Saint-Urbain,47.55,-70.5333,CA
Tring-Jonction,46.2667,-70.9833,CA
Wilton No. 472,53.124,-109.7885,CA
Denmark,47.1155,-67.4771,CA
Saint-Joachim,47.05,-70.85,CA
Torch River No. 488,53.5445,-104.4619,CA
Saint-Théodore-d'Acton,45.6833,-72.5833,CA
L’ Îsle-Verte,48.0167,-69.3333,CA
Palmarolle,48.6667,-79.2,CA
Bon Accord,53.8328,-113.4189,CA
Sussex Corner,45.7122,-65.4719,CA
Saint-Odilon-de-Cranbourne,46.3667,-70.6833,CA
Pipestone,49.6653,-101.1444,CA
La Doré,48.72,-72.65,CA
Lac-au-Saumon,48.4167,-67.35,CA
Wotton,45.7333,-71.8,CA
Prairie Lakes,49.4034,-99.6298,CA
Elk Point,53.8967,-110.8972,CA
St. François Xavier,49.9903,-97.6722,CA
Shellbrook,53.2167,-106.4,CA
Wemindji,53.044,-78.7384,CA
Cape Dorset,64.2237,-76.5405,CA
Strong,45.75,-79.4,CA
Nobleford,49.8822,-113.0531,CA
Lappe,48.5693,-89.3573,CA
Pointe-aux-Outardes,49.05,-68.4333,CA
Rivière-Héva,48.2333,-78.2167,CA
Scott,46.5078724,-71.06656282,CA
Godmanchester,45.08,-74.25,CA
Macklin,52.33,-109.94,CA
Armour,45.6289,-79.3436,CA
Saint-Simon,45.719,-72.8463,CA
Tingwick,45.8873,-71.9244,CA
Saint-Aubert,47.1833,-70.2167,CA
Saint-Mathieu-du-Parc,46.5667,-72.9167,CA
Saint-Ubalde,46.75,-72.2667,CA
Creighton,54.7561,-101.8973,CA
Faraday,45,-77.9167,CA
Berthier-sur-Mer,46.9167,-70.7333,CA
Bayfield,43.5615,-81.6983,CA
Frampton,46.4667,-70.8,CA
Barrière,51.1803,-120.1261,CA
Chute-aux-Outardes,49.1167,-68.4,CA
Lions Bay,49.4581,-123.2369,CA
New Carlisle,48.0167,-65.3333,CA
Laird No. 404,52.5696,-106.7312,CA
Saint-Majorique-de-Grantham,45.9333,-72.5833,CA
Petitcodiac,45.9333,-65.1667,CA
Canwood No. 494,53.4574,-106.7768,CA
Wentworth-Nord,45.85,-74.45,CA
Bas Caraquet,47.8,-64.8333,CA
Two Hills,53.715,-111.7461,CA
Sainte-Ursule,46.2833,-73.0333,CA
Dawson,64.0464,-139.3893,CA
Nantes,45.6333,-71.0333,CA
Lac-aux-Sables,46.8667,-72.4,CA
Stewiacke,45.1422,-63.3483,CA
Vaudreuil-sur-le-Lac,45.4,-74.0333,CA
Grahamdale,51.42,-98.3733,CA
Upham,45.5083,-65.6618,CA
St.-Charles,46.3422,-80.4497,CA
Cardwell,45.7848,-65.3037,CA
Amulet,48.2938,-79.0274,CA
L’Avenir,45.7667,-72.3,CA
Hillsborough,45.92057819,-64.65066537,CA
Spiritwood No. 496,53.4435,-107.4495,CA
Pointe-à-la-Croix,48.0167,-66.6833,CA
Hérouxville,46.6667,-72.6167,CA
Weldford,46.5221,-65.1114,CA
Reynolds,49.7678,-95.8842,CA
St. Laurent,50.43,-97.7933,CA
L'Isle-aux-Allumettes,45.8667,-77.0667,CA
Emo,48.6333,-93.8333,CA
Sainte-Brigide-d'Iberville,45.3167,-73.0667,CA
Les Éboulements,47.4833,-70.3167,CA
Smooth Rock Falls,49.2833,-81.6333,CA
Bruederheim,53.8042,-112.9278,CA
Oxbow,49.2333,-102.1667,CA
Telkwa,54.6972,-127.05,CA
Landmark,49.6711,-96.8179,CA
Norton,45.6387,-65.6955,CA
Gjoa Haven,68.6448,-95.8912,CA
Sainte-Barbe,45.1667,-74.2,CA
Mayerthorpe,53.9503,-115.1336,CA
Ootischenia,49.2916,-117.6323,CA
Saint-Louis-du-Ha! Ha!,47.67,-68.98,CA
Taylor,56.159,-120.6878,CA
Powerview-Pine Falls,50.5661,-96.1981,CA
Ragueneau,49.0667,-68.5333,CA
Baie Verte,49.9167,-56.1833,CA
Chisholm,46.1,-79.2333,CA
Saint-Édouard,45.2333,-73.5167,CA
Charlo,48,-66.32,CA
Sorrento,50.8832,-119.4782,CA
Burgeo,47.6,-57.6333,CA
Wadena,51.9458,-103.8014,CA
St-Pierre-Jolys,49.4403,-96.9844,CA
Richmond,46.0776,-67.7248,CA
Youbou,48.8562,-124.1731,CA
Swan Hills,54.7106,-115.4133,CA
Wilkie,52.4167,-108.7,CA
Saint-Léonard,47.1625,-67.925,CA
Rivière-Bleue,47.4333,-69.05,CA
Noyan,45.0667,-73.3,CA
Notre-Dame-du-Portage,47.7667,-69.6167,CA
Ile-à-la-Crosse,55.45,-107.8833,CA
Saint-Hugues,45.8,-72.8667,CA
Sainte-Anne-du-Sault,46.1733,-72.1415,CA
La Conception,46.15,-74.7,CA
Vauxhall,50.0689,-112.0975,CA
Lamèque,47.7925,-64.6532,CA
Arborg,50.9075,-97.2182,CA
Estevan No. 5,49.1308,-103.0126,CA
Thessalon,46.25,-83.55,CA
L'Isle-aux-Coudres,47.4,-70.3833,CA
Lanigan,51.85,-105.0333,CA
Elton,49.975,-99.8658,CA
Bowden,51.9306,-114.0256,CA
South Qu'Appelle No. 157,50.5389,-104.0141,CA
Conestogo,43.5441,-80.4997,CA
Rosser,49.99,-97.4592,CA
Sainte-Lucie-des-Laurentides,46.13,-74.18,CA
Saint-Alexis,45.9333,-73.6167,CA
Roxton Falls,45.5667,-72.5167,CA
Montcalm,49.1775,-97.3247,CA
Irishtown-Summerside,48.9833,-57.95,CA
Clarendon,45.65,-76.5167,CA
Mervin No. 499,53.5455,-108.8762,CA
Saint-Ludger,45.75,-70.7,CA
Coldwell,50.6389,-98.0417,CA
Musquash,45.1836,-66.3514,CA
Racine,45.5,-72.25,CA
Osler,52.37,-106.54,CA
Saint-Zénon,46.55,-73.8167,CA
Saint-Armand,45.0333,-73.05,CA
Saint-Édouard-de-Lotbinière,46.5667,-71.8333,CA
Alonsa,50.9794,-99.0796,CA
Saint-Arsène,47.9167,-69.4333,CA
Listuguj,48.0609,-66.7491,CA
St. Joseph,46.2667,-84,CA
Queensbury,45.9918,-67.0632,CA
Saint-Hubert-de-Rivière-du-Loup,47.8167,-69.15,CA
Saint-Jude,45.7667,-72.9833,CA
La Minerve,46.25,-74.9333,CA
Trécesson,48.65,-78.3167,CA
Legal,53.9492,-113.595,CA
Moonbeam,49.35,-82.15,CA
Notre-Dame-des-Pins,46.1833,-70.7167,CA
Saint-Alban,46.7167,-72.0833,CA
Saint-Pierre-les-Becquets,46.5,-72.2,CA
Beaver River,54.3531,-109.5575,CA
Labrecque,48.6667,-71.5333,CA
Claremont,43.9741,-79.1316,CA
New Bandon,47.6912,-65.29,CA
Sainte-Hénédine,46.55,-70.9833,CA
L'Anse-Saint-Jean,48.2333,-70.2,CA
Moose Jaw No. 161,50.4433,-105.5091,CA
Bassano,50.7833,-112.4667,CA
Parrsboro,45.3998,-64.3312,CA
St. George's,48.4275,-58.4778,CA
Fort Simpson,61.8082,-121.3199,CA
Akwesasne,45.0155,-74.5769,CA
Ignace,49.4167,-91.6667,CA
Teulon,50.3858,-97.2611,CA
Peel,46.4058,-67.5278,CA
Miltonvale Park,46.318,-63.237,CA
St. Lawrence,46.9244,-55.3928,CA
Oxford,45.7306,-63.8733,CA
Minto-Odanah,50.2406,-99.8056,CA
Saint-Valère,46.0667,-72.1,CA
St. Alban's,47.8753,-55.8414,CA
Kaleden,49.3926,-119.5955,CA
Saint James,45.3822,-67.3427,CA
Saint-Norbert-d'Arthabaska,46.1,-71.8167,CA
Manning,56.9142,-117.6272,CA
Glenella-Lansdowne,50.4163,-99.2097,CA
Saint-Hilarion,47.5667,-70.4,CA
Saint-Modeste,47.8333,-69.4,CA
Saint-Siméon,48.0667,-65.5667,CA
Saint-Barnabé,46.4,-72.8833,CA
Irricana,51.3189,-113.6106,CA
Saint Martins,45.4563,-65.4395,CA
Two Borders,49.2668,-101.1124,CA
Bury,45.4667,-71.5,CA
Lac-Bouchette,48.25,-72.18,CA
Saint-Lazare-de-Bellechasse,46.65,-70.8,CA
Saint-Michel-du-Squatec,47.88,-68.72,CA
Saint-Joachim-de-Shefford,45.45,-72.5333,CA
Grand-Remous,46.6167,-75.9,CA
Saint-Gabriel-de-Rimouski,48.4209,-68.1791,CA
Armstrong,47.7083,-79.825,CA
Rogersville,46.7167,-65.4167,CA
Langenburg,50.8333,-101.7,CA
Sainte-Marie-Salomé,45.9333,-73.5,CA
Saint-Cyprien,47.9,-69.0167,CA
Centreville,45.13,-64.5224,CA
Maidstone,53.092,-109.294,CA
Très-Saint-Sacrement,45.1833,-73.85,CA
Hillsburgh,43.7914,-80.1354,CA
McAdam,45.5944,-67.3258,CA
Newcastle,47.1725,-65.5551,CA
Saints-Anges,46.4167,-70.8833,CA
Saint-Urbain-Premier,45.22,-73.73,CA
Centreville-Wareham-Trinity,48.9879,-53.9069,CA
Alberton,46.8167,-64.0667,CA
Winnipeg Beach,50.5058,-96.9742,CA
Sainte-Agathe-de-Lotbinière,46.3833,-71.4167,CA
Salmo,49.1942,-117.2778,CA
Kipling,50.1015,-102.6324,CA
Sagamok,46.1529,-82.2072,CA
Grande-Vallée,49.2167,-65.1333,CA
Bertrand,47.7622,-65.0686,CA
Mont-Carmel,47.4397,-69.8586,CA
Victoria,49.6644,-98.9153,CA
Saint-Eugène,45.8,-72.7,CA
Notre-Dame-des-Neiges,48.1167,-69.1667,CA
Saint-André,47.1392,-67.7444,CA
Roland,49.3547,-97.8997,CA
Saint-Léon-de-Standon,46.4833,-70.6167,CA
Hensall,43.4345,-81.504,CA
Carnduff,49.167,-101.783,CA
Greenwich,45.5112,-66.1229,CA
Carling,45.4333,-80.2167,CA
Eckville,52.3622,-114.3614,CA
Nain,56.5422,-61.6928,CA
Foam Lake,51.65,-103.5333,CA
Sayabec,48.5667,-67.6833,CA
Laird,46.3833,-84.0667,CA
Sainte-Sabine,45.2333,-73.0167,CA
Tara,44.4793,-81.1445,CA
Saint-Maxime-du-Mont-Louis,49.2333,-65.7333,CA
Blanc-Sablon,51.4167,-57.1333,CA
Cobalt,47.4,-79.6833,CA
South River,45.8417,-79.375,CA
Hudson Bay No. 394,53.0295,-102.3122,CA
Waldheim,52.65,-106.6167,CA
McKellar,45.4833,-79.85,CA
Buffalo Narrows,55.8769,-108.5244,CA
Ayer’s Cliff,45.1667,-72.05,CA
Les Méchins,49,-66.9833,CA
Sainte-Marguerite,46.5167,-70.9333,CA
Saint-Claude,45.6667,-71.9833,CA
Air Ronge,55.0872,-105.3318,CA
Chipman,46.171,-65.884,CA
Weyburn No. 67,49.6535,-103.8348,CA
Alberta Beach,53.6767,-114.35,CA
Sainte-Jeanne-d'Arc,48.8575,-72.0939,CA
Sainte-Félicité,48.9,-67.3333,CA
Girardville,49,-72.55,CA
Saint-Bruno-de-Guigues,47.4667,-79.4333,CA
Grenfell,50.4167,-102.9167,CA
South Algonquin,45.4967,-78.0239,CA
Upton,45.65,-72.6833,CA
Saint-Narcisse-de-Beaurivage,46.4833,-71.2333,CA
Plaisance,45.6167,-75.1167,CA
Roxton-Sud,45.5521,-72.5265,CA
St. Louis No. 431,52.8277,-105.7873,CA
Noonan,45.9544,-66.4868,CA
Duchess,50.7333,-111.9,CA
Saint-Frédéric,46.3,-70.9667,CA
Saint-Narcisse-de-Rimouski,48.28,-68.43,CA
Atholville,47.98185111,-66.71468904,CA
Viking,53.0953,-111.7769,CA
Sioux Narrows-Nestor Falls,49.4,-94.08,CA
Repulse Bay,66.5628,-86.3186,CA
Saint-Patrice-de-Beaurivage,46.4167,-71.2333,CA
Bentley,52.4667,-114.05,CA
Durham,47.7631,-66.0849,CA
Sainte-Marthe,45.4,-74.3,CA
Notre-Dame-du-Nord,47.6,-79.4833,CA
Beachburg,45.7303,-76.8559,CA
Pinehouse,55.5136,-106.5986,CA
Saint-Aimé-des-Lacs,47.6833,-70.3,CA
Wedgeport,43.7323,-65.9797,CA
Lac-Drolet,45.72,-70.85,CA
Preeceville,51.958,-102.6673,CA
Maple Creek No. 111,49.8044,-109.6508,CA
Harbour Main-Chapel's Cove-Lakeview,47.4337,-53.1458,CA
Coleraine,45.9649,-71.3734,CA
Birch Hills,52.9833,-105.4333,CA
Saint-Bonaventure,45.9667,-72.6833,CA
Saint-Wenceslas,46.1667,-72.3333,CA
Kerrobert,51.92,-109.1272,CA
Havelock,45.9523,-65.3885,CA
Eston,51.15,-108.75,CA
Sainte-Geneviève-de-Batiscan,46.5333,-72.3333,CA
Saint-Justin,46.25,-73.0833,CA
Saint-Norbert,46.1667,-73.3167,CA
Schreiber,48.8167,-87.2667,CA
Trochu,51.8236,-113.2328,CA
Botsford,46.1145,-63.9804,CA
Riviere-Ouelle,47.4333,-70.0167,CA
Stukely-Sud,45.3167,-72.4167,CA
Saint-Georges-de-Clarenceville,45.0667,-73.25,CA
Plantagenet,45.5321,-74.9956,CA
Sainte-Thérèse-de-Gaspé,48.4167,-64.4167,CA
Sainte-Pétronille,46.85,-71.1333,CA
Desbiens,48.4167,-71.95,CA
Clyde River,70.4632,-68.4822,CA
La Macaza,46.3667,-74.7667,CA
Souris,46.3554,-62.2542,CA
Kindersley No. 290,51.4894,-109.0979,CA
Falher,55.7372,-117.2014,CA
Saint-Vallier,46.8833,-70.8167,CA
Melita,49.2681,-100.9958,CA
Davidson,51.2667,-105.9667,CA
Bristol,45.5333,-76.4667,CA
Mahone Bay,44.4489,-64.3819,CA
Saint-Sylvestre,46.3667,-71.2333,CA
Taloyoak,69.5554,-93.4972,CA
Onoway,53.7011,-114.1981,CA
Saint-Stanislas,46.6167,-72.4,CA
Battle River No. 438,52.7343,-108.4452,CA
Malpeque,46.5,-63.6667,CA
Longue-Rive,48.55,-69.25,CA
Argyle,49.3697,-99.1506,CA
Delisle,51.9254,-107.1333,CA
Plaster Rock,46.8833,-67.3833,CA
Wilmot,46.3463,-67.7099,CA
Valemount,52.8284,-119.2659,CA
Saint-Léonard-de-Portneuf,46.8833,-71.9167,CA
Longlaketon No. 219,50.9386,-104.6913,CA
Papineau-Cameron,46.3,-78.7333,CA
Assiginack,45.7333,-81.8,CA
Brébeuf,46.0667,-74.6667,CA
Hudson Hope,56.0316,-121.9057,CA
Baie-du-Febvre,46.13,-72.72,CA
Durham-Sud,45.6667,-72.3333,CA
Melbourne,45.58,-72.17,CA
Nipawin No. 487,53.2881,-104.0544,CA
Duck Lake No. 463,52.9596,-106.2089,CA
Oyen,51.3522,-110.4739,CA
Gravelbourg,49.874,-106.555,CA
Lajord No. 128,50.1965,-104.2507,CA
Hébertville,48.39080959,-71.68197283,CA
Lorrainville,47.3542299,-79.35209147,CA
Prince,46.5333,-84.5,CA
Athens,44.625,-75.95,CA
Saint-René-de-Matane,48.7,-67.3833,CA
Eastman,45.29689817,-72.30552225,CA
Kugluktuk,67.82384812,-115.099089,CA
Kedgwick,47.6456,-67.3431,CA
Wemotaci,47.90248188,-73.78170902,CA
Cookshire,45.41216116,-71.61611367,CA
Dorchester,45.9016,-64.5161,CA
Fortune,47.07221121,-55.82431659,CA
Hamiota,50.1964,-100.6342,CA
Gillam,56.34891796,-94.71112885,CA
Grand View,51.155,-100.7892,CA
Dildo,47.5685,-53.5471,CA
Laurierville,46.3,-71.65,CA
Ripon,45.7833,-75.1,CA
Henryville,45.1333,-73.1833,CA
Gracefield,46.09263218,-76.05138832,CA
Chatsworth,44.38,-80.87,CA
McCreary,50.7494,-99.485,CA
Yamaska-Est,46,-72.92,CA
Rossburn,50.7272,-100.7408,CA
Rothesay,45.39956964,-65.8776222,CA
Ethelbert,51.5364,-100.4981,CA
Frelighsburg,45.05477721,-72.84167324,CA
Magnetawan,45.6667,-79.6333,CA